# Layer materials: []
# Layer thicknesses [mm]: []
# Layer dielectrics: []
# Layer loss tangents: []
# 95 average: 0.735894338229
# 150 average: 0.735894338229
# 220 average: 0.735894338229
# Full average: 0.735894338229
# Frequency						Transmission
0.000000000000000000e+00		7.358943382285911827e-01
1.000200040008001612e-01		7.358943382285911827e-01
2.000400080016003224e-01		7.358943382285911827e-01
3.000600120024005113e-01		7.358943382285911827e-01
4.000800160032006447e-01		7.358943382285911827e-01
5.001000200040007782e-01		7.358943382285911827e-01
6.001200240048010226e-01		7.358943382285911827e-01
7.001400280056011560e-01		7.358943382285911827e-01
8.001600320064012895e-01		7.358943382285911827e-01
9.001800360072014229e-01		7.358943382285911827e-01
1.000200040008001556e+00		7.358943382285911827e-01
1.100220044008801690e+00		7.358943382285911827e-01
1.200240048009602045e+00		7.358943382285911827e-01
1.300260052010402179e+00		7.358943382285911827e-01
1.400280056011202312e+00		7.358943382285911827e-01
1.500300060012002445e+00		7.358943382285911827e-01
1.600320064012802579e+00		7.358943382285911827e-01
1.700340068013602712e+00		7.358943382285911827e-01
1.800360072014402846e+00		7.358943382285911827e-01
1.900380076015202979e+00		7.358943382285911827e-01
2.000400080016003113e+00		7.358943382285911827e-01
2.100420084016803468e+00		7.358943382285911827e-01
2.200440088017603379e+00		7.358943382285911827e-01
2.300460092018403735e+00		7.358943382285911827e-01
2.400480096019204090e+00		7.358943382285911827e-01
2.500500100020004446e+00		7.358943382285911827e-01
2.600520104020804357e+00		7.358943382285911827e-01
2.700540108021604713e+00		7.358943382285911827e-01
2.800560112022404624e+00		7.358943382285911827e-01
2.900580116023204980e+00		7.358943382285911827e-01
3.000600120024004891e+00		7.358943382285911827e-01
3.100620124024805246e+00		7.358943382285911827e-01
3.200640128025605158e+00		7.358943382285911827e-01
3.300660132026405513e+00		7.358943382285911827e-01
3.400680136027205425e+00		7.358943382285911827e-01
3.500700140028005780e+00		7.358943382285911827e-01
3.600720144028805692e+00		7.358943382285911827e-01
3.700740148029606047e+00		7.358943382285911827e-01
3.800760152030405958e+00		7.358943382285911827e-01
3.900780156031206314e+00		7.358943382285911827e-01
4.000800160032006225e+00		7.358943382285911827e-01
4.100820164032806581e+00		7.358943382285911827e-01
4.200840168033606936e+00		7.358943382285911827e-01
4.300860172034406403e+00		7.358943382285911827e-01
4.400880176035206759e+00		7.358943382285911827e-01
4.500900180036007114e+00		7.358943382285911827e-01
4.600920184036807470e+00		7.358943382285911827e-01
4.700940188037606937e+00		7.358943382285911827e-01
4.800960192038408181e+00		7.358943382285911827e-01
4.900980196039208536e+00		7.358943382285911827e-01
5.001000200040008892e+00		7.358943382285911827e-01
5.101020204040808359e+00		7.358943382285911827e-01
5.201040208041608714e+00		7.358943382285911827e-01
5.301060212042409070e+00		7.358943382285911827e-01
5.401080216043209425e+00		7.358943382285911827e-01
5.501100220044008893e+00		7.358943382285911827e-01
5.601120224044809248e+00		7.358943382285911827e-01
5.701140228045609604e+00		7.358943382285911827e-01
5.801160232046409959e+00		7.358943382285911827e-01
5.901180236047209426e+00		7.358943382285911827e-01
6.001200240048009782e+00		7.358943382285911827e-01
6.101220244048810137e+00		7.358943382285911827e-01
6.201240248049610493e+00		7.358943382285911827e-01
6.301260252050409960e+00		7.358943382285911827e-01
6.401280256051210316e+00		7.358943382285911827e-01
6.501300260052010671e+00		7.358943382285911827e-01
6.601320264052811027e+00		7.358943382285911827e-01
6.701340268053610494e+00		7.358943382285911827e-01
