# Layer materials: ['ideal2', 'ideal4', 'ideal7']
# Layer thicknesses [mm]: [ 0.3314563   0.234375    0.17717085]
# Layer dielectrics: [ 2.  4.  7.]
# Layer loss tangents: [ 0.  0.  0.]
# 95 average: 0.993760625915
# 150 average: 0.99509207666
# 220 average: 0.992245092636
# Full average: 0.991080751907
# Frequency						Transmission
0.000000000000000000e+00		7.358943382285911827e-01
1.000200040008001612e-01		7.358951335250822900e-01
2.000400080016003224e-01		7.358975194088649419e-01
3.000600120024005113e-01		7.359014958628675718e-01
4.000800160032006447e-01		7.359070628586354967e-01
5.001000200040007782e-01		7.359142203563313611e-01
6.001200240048010226e-01		7.359229683047320281e-01
7.001400280056011560e-01		7.359333066412262481e-01
8.001600320064012895e-01		7.359452352918121054e-01
9.001800360072014229e-01		7.359587541710935765e-01
1.000200040008001556e+00		7.359738631822752009e-01
1.100220044008801690e+00		7.359905622171591943e-01
1.200240048009602045e+00		7.360088511561393432e-01
1.300260052010402179e+00		7.360287298681953416e-01
1.400280056011202312e+00		7.360501982108863528e-01
1.500300060012002445e+00		7.360732560303449024e-01
1.600320064012802579e+00		7.360979031612692181e-01
1.700340068013602712e+00		7.361241394269151250e-01
1.800360072014402846e+00		7.361519646390879412e-01
1.900380076015202979e+00		7.361813785981323743e-01
2.000400080016003113e+00		7.362123810929259715e-01
2.100420084016803468e+00		7.362449719008656857e-01
2.200440088017603379e+00		7.362791507878592157e-01
2.300460092018403735e+00		7.363149175083132381e-01
2.400480096019204090e+00		7.363522718051227489e-01
2.500500100020004446e+00		7.363912134096572970e-01
2.600520104020804357e+00		7.364317420417492155e-01
2.700540108021604713e+00		7.364738574096805213e-01
2.800560112022404624e+00		7.365175592101683710e-01
2.900580116023204980e+00		7.365628471283521828e-01
3.000600120024004891e+00		7.366097208377766492e-01
3.100620124024805246e+00		7.366581800003780822e-01
3.200640128025605158e+00		7.367082242664676484e-01
3.300660132026405513e+00		7.367598532747159368e-01
3.400680136027205425e+00		7.368130666521337524e-01
3.500700140028005780e+00		7.368678640140571279e-01
3.600720144028805692e+00		7.369242449641282278e-01
3.700740148029606047e+00		7.369822090942761417e-01
3.800760152030405958e+00		7.370417559846990097e-01
