# Layer materials: ['eptfe', 'ro3035', 'ro3006']
# Layer thicknesses [mm]: [ 0.27305  0.14224  0.14224]
# Layer dielectrics: [ 2.4   3.5   6.15]
# Layer loss tangents: [ 0.00025   0.0017    0.001562]
# 95 average: 0.995529707107
# 150 average: 0.960788360207
# 220 average: 0.963081892186
# Full average: 0.969644679333
# Frequency						Transmission
0.000000000000000000e+00		7.358943382285911827e-01
1.000200040008001612e-01		7.358948183041180702e-01
2.000400080016003224e-01		7.358963913574311233e-01
3.000600120024005113e-01		7.358990573829922166e-01
4.000800160032006447e-01		7.359028163709356862e-01
5.001000200040007782e-01		7.359076683070686631e-01
6.001200240048010226e-01		7.359136131728698516e-01
7.001400280056011560e-01		7.359206509454888634e-01
8.001600320064012895e-01		7.359287815977458846e-01
9.001800360072014229e-01		7.359380050981289001e-01
1.000200040008001556e+00		7.359483214107940263e-01
1.100220044008801690e+00		7.359597304955626251e-01
1.200240048009602045e+00		7.359722323079207484e-01
1.300260052010402179e+00		7.359858267990160297e-01
1.400280056011202312e+00		7.360005139156566845e-01
1.500300060012002445e+00		7.360162936003085132e-01
1.600320064012802579e+00		7.360331657910927916e-01
1.700340068013602712e+00		7.360511304217839390e-01
1.800360072014402846e+00		7.360701874218056329e-01
1.900380076015202979e+00		7.360903367162277000e-01
2.000400080016003113e+00		7.361115782257661166e-01
2.100420084016803468e+00		7.361339118667744597e-01
2.200440088017603379e+00		7.361573375512452388e-01
2.300460092018403735e+00		7.361818551868025695e-01
2.400480096019204090e+00		7.362074646766999519e-01
2.500500100020004446e+00		7.362341659198163857e-01
2.600520104020804357e+00		7.362619588106513735e-01
2.700540108021604713e+00		7.362908432393208136e-01
2.800560112022404624e+00		7.363208190915517815e-01
2.900580116023204980e+00		7.363518862486788663e-01
3.000600120024004891e+00		7.363840445876375096e-01
3.100620124024805246e+00		7.364172939809604523e-01
3.200640128025605158e+00		7.364516342967717399e-01
3.300660132026405513e+00		7.364870653987807270e-01
3.400680136027205425e+00		7.365235871462766370e-01
3.500700140028005780e+00		7.365611993941233449e-01
3.600720144028805692e+00		7.365999019927516045e-01
3.700740148029606047e+00		7.366396947881554969e-01
3.800760152030405958e+00		7.366805776218823265e-01
3.900780156031206314e+00		7.367225503310290691e-01
4.000800160032006225e+00		7.367656127482344885e-01
4.100820164032806581e+00		7.368097647016721430e-01
4.200840168033606936e+00		7.368550060150425018e-01
4.300860172034406403e+00		7.369013365075667288e-01
4.400880176035206759e+00		7.369487559939786880e-01
4.500900180036007114e+00		7.369972642845173949e-01
4.600920184036807470e+00		7.370468611849181340e-01
4.700940188037606937e+00		7.370975464964061308e-01
4.800960192038408181e+00		7.371493200156867820e-01
4.900980196039208536e+00		7.372021815349384388e-01
5.001000200040008892e+00		7.372561308418017489e-01
5.101020204040808359e+00		7.373111677193741054e-01
5.201040208041608714e+00		7.373672919461968789e-01
5.301060212042409070e+00		7.374245032962502000e-01
5.401080216043209425e+00		7.374828015389403024e-01
5.501100220044008893e+00		7.375421864390917515e-01
5.601120224044809248e+00		7.376026577569373410e-01
5.701140228045609604e+00		7.376642152481085457e-01
5.801160232046409959e+00		7.377268586636251957e-01
5.901180236047209426e+00		7.377905877498844855e-01
6.001200240048009782e+00		7.378554022486527586e-01
